start,duration,text,valence,arousal
4.52,6.579,our heroes faced with an oncoming force,1,0
8.16,5.639,have decided to venture out into the,1,0
11.099,4.71,wilderness to find allies beasts,1,0
13.799,5.011,monsters animals that lay within the,1,0
15.809,7.71,land to help them in their babble today,1,0
18.81,8.129,they must face the oncoming force where,1,0
23.519,5.941,we left off you guys just managed to,1,0
26.939,4.59,tame an out there through brands heroic,1,0
29.46,4.68,actions of stripping himself of all his,1,0
31.529,4.771,armor and straight-up wrestling the,1,0
34.14,5.009,albear to the ground he put them into,1,0
36.3,4.68,submission so quickly that I didn't even,1,0
39.149,4.741,expect it to happen that fast but it did,1,0
40.98,6.149,it happened and now you guys have an,1,0
43.89,5.43,earth elemental and an al bear on your,1,0
47.129,5.07,side as well as tick attack the cool,1,0
49.32,4.41,little lizard Bros and Olga the super,1,0
52.199,5.13,butch barbarian lady with an axe,1,0
53.73,4.469,the al bear is named hoo-dee-hoo as per,1,0
57.329,3.96,its own,1,0
58.199,5.311,I guess the decision night I forget,1,0
61.289,4.591,exactly its own fate to say yeah it was,1,0
63.51,5.78,on his own fake decision and then TomTom,1,0
65.88,6.599,the earth elemental as which no key,1,0
69.29,5.5,named it little TomTom Darion doesn't,1,0
72.479,4.68,know that yeah I'm a portal you hear,1,0
74.79,3.84,that for the record after a bad after I,1,0
77.159,3.121,realized I forgot my armor on the ground,1,0
78.63,4.14,I went and picked it back up I ran back,1,0
80.28,4.32,oh yeah put that gun solid move word on,1,0
82.77,4.77,the street is that there are some people,1,0
84.6,5.059,who want your blood just like you wanted,0,0
87.54,5.07,theirs in the last part of the campaign,0,0
89.659,4.841,they are not going to stop until they,0,0
92.61,3.869,get there they get what is theirs and,0,0
94.5,5.729,what is theirs is your blood they won't,0,0
96.479,5.07,with what we disagree that Bloods my,0,0
100.229,3.201,blood there happens to be a slight,0,0
101.549,4.251,disagreement on whose blood it is,0,0
103.43,4.77,I think our rolling death squad is ready,0,0
105.8,5.51,I think we're ready to roll and we're,0,0
108.2,3.11,going to go to find this army,0,0
116.9,5.07,all right everybody here we're closed,0,0
120.44,4.44,and I imagine we'll find the army within,0,0
121.97,5.76,an hour so starting right now and,0,0
124.88,5.94,casting backs without a trace what does,0,0
127.73,5.1,that do we all now get +10 bonuses to,0,0
130.82,4.14,our staff choice that's incredible,0,0
132.83,4.32,and you're gonna need it because the,0,0
134.96,6.39,extra hoops you have to jump through to,0,0
137.15,6.75,gain nature's allies have cost you time,0,0
141.35,4.74,in this uncoming battle so you can,0,0
143.9,5.73,expect the enemy to be at least one step,0,0
146.09,6.3,ahead of you so Oliver has keen sight I,0,0
149.63,5.91,suggest perhaps I'll bear make his way,0,0
152.39,4.38,for the woods investigate it was pretty,0,0
155.54,2.34,stealthy in the past especially when,0,0
156.77,3.6,people have arm it was actually really,0,0
157.88,4.32,stealthy we didn't see him and now he'll,0,0
160.37,3.51,probably be incredibly stealthy okay,0,0
162.2,2.94,I'll let I'll let you deal with talking,0,0
163.88,3.51,him because you guys have a little,0,0
165.14,4.14,relationship going on that I don't know,0,0
167.39,4.29,nothing I don't I can't I can't talk,0,0
169.28,5.01,hose oh yeah I'm like I touched that,0,0
171.68,4.11,started to find what we have yeah mmm,0,0
174.29,7.65,you don't need to put leaders on,0,0
175.79,10.53,everything hootie-hoo it looks at you,0,0
181.94,7.7,and says pretty who is it's an L bear,0,0
186.32,6.36,all right be the stealthiest you can be,0,0
189.64,8.26,and go and see if there's any army up,0,0
192.68,7.2,there it goes and does that exact same,0,0
197.9,4.2,thing with its +10 stealth that you've,0,0
199.88,4.32,now granted it correct mm yeah I'm gonna,0,0
202.1,4.53,also stealth out uh what time of day is,0,0
204.2,4.289,it can you like me give me an idea 5:00,0,0
206.63,4.45,p.m. 5:00 p.m.,0,0
208.489,5.591,oh I'm gonna sit back and be like,0,0
211.08,4.44,I'm a castle spell Oh the spell - tells,0,0
214.08,3.72,me the weather and what it will be like,0,0
